pfam_id,pfam_aka
PF05184,Saposin-like type B, region 1
PF02698,DUF218 domain
PF00177,Ribosomal protein S7p/S5e
PF05251,Oligosaccharyltransferase subunit 5
PF05479,Photosystem I reaction centre subunit N (PSAN or PSI-N)
PF18504,Csm1 N-terminal domain
PF02664,S-Ribosylhomocysteinase (LuxS)
PF00488,MutS domain V
PF16381,Coatomer subunit gamma-1 C-terminal appendage platform
PF11521,C-terminal general transcription factor TFIIE alpha
PF11968,25S rRNA (adenine(2142)-N(1))-methyltransferase, Bmt2
PF12718,404
PF05719,Golgi phosphoprotein 3 (GPP34)
PF01381,Helix-turn-helix
PF19160,SPARK
PF02049,Flagellar hook-basal body complex protein FliE
PF11916,Vacuolar protein 14 C-terminal Fig4p binding
PF04034,Ribosome biogenesis protein, C-terminal
PF19257,BURAN domain
PF14629,Origin recognition complex (ORC) subunit 4 C-terminus
PF05676,NADH-ubiquinone oxidoreductase B18 subunit (NDUFB7)
PF00296,Luciferase-like monooxygenase
PF15219,Testis-expressed 12
PF14663,Rapamycin-insensitive companion of mTOR RasGEF_N domain
PF01150,GDA1/CD39 (nucleoside phosphatase) family
PF16858,Condensin II complex subunit CAP-H2 or CNDH2, C-terminal wHTH domain
PF05003,Protein of unknown function (DUF668)
PF01404,Ephrin receptor ligand binding domain
PF07831,Pyrimidine nucleoside phosphorylase C-terminal domain
PF03074,Glutamate-cysteine ligase
PF19277,Glycerol-3-phosphate acyltransferase C-terminal region
PF16631,Unstructured region 4 on terminal uridylyltransferase 7
PF05016,ParE toxin of type II toxin-antitoxin system, parDE
PF01820,D-ala D-ala ligase N-terminus
PF18075,FtsX extracellular domain
PF00842,Alanine racemase, C-terminal domain
PF08074,CHDCT2 (NUC038) domain
PF08546,Ketopantoate reductase PanE/ApbA C terminal
PF16511,N-terminal or F0 domain of Talin-head FERM
PF02219,Methylenetetrahydrofolate reductase
PF05918,Apoptosis inhibitory protein 5 (API5)
PF07677,A-macroglobulin receptor binding domain
PF15622,Kinetochore assembly subunit CENP-C N-terminal
PF07303,Occludin homology domain
PF04148,Transmembrane adaptor Erv26
PF00221,Aromatic amino acid lyase
PF03167,Uracil DNA glycosylase superfamily
PF04004,Leo1-like protein
PF15301,SLAIN motif-containing family
PF02075,Crossover junction endodeoxyribonuclease RuvC
PF02475,Met-10+ like-protein
PF08021,Siderophore-interacting FAD-binding domain
PF15023,Protein of unknown function (DUF4523)
PF02634,FdhD/NarQ family
PF08632,Activator of mitotic machinery Cdc14 phosphatase activation C-term
PF13593,SBF-like CPA transporter family (DUF4137)
PF20235,PIR2-like, helical domain
PF01189,16S rRNA methyltransferase RsmB/F
PF08434,Calcium-activated chloride channel N terminal
PF02465,Flagellar hook-associated protein 2 N-terminus
PF04061,ORMDL family
PF13091,PLD-like domain
PF05903,PPPDE putative peptidase domain
PF19428,Semaphorin 4F C-terminal
PF00374,Nickel-dependent hydrogenase
PF02194,PXA domain
PF15249,Conserved region of unknown function on GLTSCR protein
PF03087,Protein BPS1
PF04574,Protein of unknown function (DUF592)
PF07147,Mitochondrial 28S ribosomal protein S30 (PDCD9)
PF15717,Pericentriolar material 1 C terminus
PF14817,HAUS augmin-like complex subunit 5
PF02057,Glycosyl hydrolase family 59
PF08198,Thymopoietin protein
PF03850,Transcription factor Tfb4
PF00214,Calcitonin / CGRP / IAPP family
PF01583,Adenylylsulphate kinase
PF00313,'Cold-shock' DNA-binding domain
PF12350,CTD kinase subunit gamma CTK3 C-terminus
PF14186,Axin interactor dorsalisation-associated protein, C-terminal
PF01980,tRNA-methyltransferase O
PF02682,Carboxyltransferase domain, subdomain C and D
PF16038,TMIE protein
PF03508,Gap junction alpha-1 protein (Cx43)
PF00335,Tetraspanin family
PF15823,UPF0524 of C3orf70
PF02079,Nuclear transition protein 1
PF02017,CIDE-N domain
PF08577,PI31 proteasome regulator
PF10166,Uncharacterised conserved protein (DUF2368)
PF02154,Flagellar motor switch protein FliM
PF08409,Protein O-mannosyl-transferase TMTC, DUF1736
PF06703,Microsomal signal peptidase 25 kDa subunit (SPC25)
PF01273,LBP / BPI / CETP family, N-terminal domain
PF10917,Fungus-induced protein
PF08211,Cytidine and deoxycytidylate deaminase zinc-binding region
PF17906,HTH domain in Mos1 transposase
PF20258,Aminomethyltransferase beta-barrel domain
PF00689,Cation transporting ATPase, C-terminus
PF03937,Flavinator of succinate dehydrogenase
PF00255,Glutathione peroxidase
PF06936,Selenoprotein S (SelS)
PF00245,Alkaline phosphatase
PF08631,Meiosis protein SPO22/ZIP4 like
PF12047,Cytosine specific DNA methyltransferase replication foci domain
PF08712,Scaffold protein Nfu/NifU N terminal
PF12935,Vesicle coat trafficking protein Sec16 N-terminus
PF16716,Bone marrow stromal antigen 2
PF00118,TCP-1/cpn60 chaperonin family
PF04111,Apg6 BARA domain
PF10307,HAD domain family 1 in Swiss Army Knife RNA repair proteins
PF05499,DNA methyltransferase 1-associated protein 1 (DMAP1)
PF04652,Vta1 like
PF06151,Trehalose receptor
PF01798,snoRNA binding domain, fibrillarin
PF18706,D-ribitol-5-phosphate cytidylyltransferase C-terminal domain
PF13236,Clustered mitochondria
PF19052,BMP/retinoic acid-inducible neural-specific protein
PF00478,IMP dehydrogenase / GMP reductase domain
PF00703,Glycosyl hydrolases family 2
PF03175,DNA polymerase type B, organellar and viral
PF14374,60S ribosomal protein L4 C-terminal domain
PF01254,Nuclear transition protein 2
PF13914,Phostensin PP1-binding and SH3-binding region
PF08654,DASH complex subunit Dad2
PF14124,Domain of unknown function (DUF4291)
PF07535,DBF zinc finger
PF00809,Pterin binding enzyme
PF05485,THAP domain
PF05839,Apc13p protein
PF16032,Domain of unknown function (DUF4788)
PF14863,Alkyl sulfatase dimerisation
PF16474,Kinase non-catalytic C-lobe domain
PF01937,Damage-control phosphatase ARMT1-like domain
PF00444,Ribosomal protein L36
PF12849,PBP superfamily domain
PF08377,MAP2/Tau projection domain
PF03807,NADP oxidoreductase coenzyme F420-dependent
PF13880,ESCO1/2 acetyl-transferase
PF03456,uDENN domain
PF16709,Ig domain of plant-specific actin-binding protein
PF02605,Photosystem I reaction centre subunit XI
PF11700,Vacuole effluxer Atg22 like
PF04060,Putative Fe-S cluster
PF04692,Platelet-derived growth factor, N terminal region
PF05482,Serendipity locus alpha protein (SRY-A)
PF05203,Hom_end-associated Hint
PF03468,XS domain
PF06743,FAST kinase-like protein, subdomain 1
PF04666,N-Acetylglucosaminyltransferase-IV (GnT-IV) conserved region
PF04328,Selenoprotein, putative
PF00861,Ribosomal L18 of archaea, bacteria, mitoch. and chloroplast
PF13241,Putative NAD(P)-binding
PF10602,26S proteasome subunit RPN7
PF01336,OB-fold nucleic acid binding domain
PF04676,Protein similar to CwfJ C-terminus 2
PF16182,Putative adherens-junction anchoring region of AbLIM
PF00345,Pili and flagellar-assembly chaperone, PapD N-terminal domain
PF13086,AAA domain
PF18995,Proteolysis_6 C-terminal
PF01562,Reprolysin family propeptide
PF13570,PQQ-like domain
PF13899,Thioredoxin-like
PF15191,Synaptonemal complex central element protein 3
PF16892,Chitin biosynthesis protein CHS5 N-terminus
PF13341,RAG2 PHD domain
PF00882,Zinc dependent phospholipase C
PF04983,RNA polymerase Rpb1, domain 3
PF15904,LKB1 serine/threonine kinase interacting protein 1
PF02803,Thiolase, C-terminal domain
PF02559,CarD-like/TRCF RID domain
PF06990,Galactose-3-O-sulfotransferase
PF05826,Phospholipase A2
PF15427,S100P-binding protein
PF07693,KAP family P-loop domain
PF13336,Acetyl-CoA hydrolase/transferase C-terminal domain
PF17135,Ribosomal protein 60S L18 and 50S L18e
PF08652,RAI1 like PD-(D/E)XK nuclease
PF16212,Phospholipid-translocating P-type ATPase C-terminal
PF13975,gag-polyprotein putative aspartyl protease
PF09353,Domain of unknown function (DUF1995)
PF06664,Wnt-binding factor required for Wnt secretion
PF17708,Gasdermin PUB domain
PF00574,Clp protease
PF01687,Riboflavin kinase
PF06650,Vacuolar-sorting associated protein 13, adaptor binding domain
PF00613,Phosphoinositide 3-kinase family, accessory domain (PIK domain)
PF13472,GDSL-like Lipase/Acylhydrolase family
PF08227,DASH complex subunit Hsk3 like
PF09465,Lamin-B receptor of TUDOR domain
PF02985,HEAT repeat
PF02362,B3 DNA binding domain
PF11952,XRN-Two Binding Domain, XTBD
PF10461,Peptidase S68
PF16076,Acyltransferase C-terminus
PF13891,Potential DNA-binding domain
PF14737,Domain of unknown function (DUF4470)
PF05071,NADH ubiquinone oxidoreductase subunit NDUFA12
PF12344,Ultra-violet resistance protein B
PF15708,Proline-rich protein family 20
PF15810,Coiled-coil domain-containing protein 117
PF11092,Neuronal protein 3.1 (p311)
PF15182,Otospiralin
PF04608,Phosphatidylglycerophosphatase A
PF13692,Glycosyl transferases group 1
PF01483,Proprotein convertase P-domain
PF10276,Zinc-finger domain
PF11712,Endoplasmic reticulum-based factor for assembly of V-ATPase
PF00083,Sugar (and other) transporter
PF10171,Translocase of the Inner Mitochondrial membrane 29
PF05019,Coenzyme Q (ubiquinone) biosynthesis protein Coq4
PF01028,Eukaryotic DNA topoisomerase I, catalytic core
PF03700,Sorting nexin, N-terminal domain
PF04446,tRNAHis guanylyltransferase
PF15624,Kinetochore CENP-C fungal homologue, Mif2, N-terminal
PF04052,TolB amino-terminal domain
PF08517,Ataxin-1 and HBP1 module (AXH)
PF08063,PADR1 domain, zinc ribbon fold
PF02731,SKIP/SNW domain
PF09494,Slx4 endonuclease
PF17490,L1 transposable element dsRBD-like domain
PF08449,UAA transporter family
PF11235,Mediator complex subunit 25 synapsin 1
PF04536,TPM domain
PF04618,HD-ZIP protein N terminus
PF10595,Protein FAM161A/B
PF03548,Outer membrane lipoprotein carrier protein LolA
PF05529,Bap31/Bap29 transmembrane region
PF13772,AIG2-like family
PF06258,Mitochondrial fission ELM1
PF15116,CAMPATH-1 antigen
PF07941,Potassium channel Kv1.4 tandem inactivation domain
PF19743,ASTN1/2 Fn3 domain
PF17208,RNA binding Region
PF18325,Fatty acid synthase subunit alpha Acyl carrier domain
PF07002,Copine
PF11881,C-terminal domain of SPAR protein
PF14959,gamma-Secretase-activating protein C-term
PF10340,Steryl acetyl hydrolase
PF12832,MFS_1 like family
PF03151,Triose-phosphate Transporter family
PF12076,CER1-like, C-terminal domain
PF13386,Cytochrome C biogenesis protein transmembrane region
PF06585,Haemolymph juvenile hormone binding protein (JHBP)
PF03568,Peptidase family C50
PF07960,CBP4
PF15891,Nucleoside 2-deoxyribosyltransferase like
PF03227,Gamma interferon inducible lysosomal thiol reductase (GILT)
PF04704,Zfx / Zfy transcription activation region
PF01122,Eukaryotic cobalamin-binding protein
PF18635,Epithelial cell adhesion molecule, N-terminal domain
PF00039,Fibronectin type I domain
PF00320,GATA zinc finger
PF02170,PAZ domain
PF10498,Intra-flagellar transport protein 57
PF03215,Rad17 P-loop domain
PF06883,RNA polymerase I, Rpa2 specific domain
PF04000,Sas10/Utp3/C1D family
PF08600,Rsm1-like
PF06021,Aralkyl acyl-CoA:amino acid N-acyltransferase
PF08214,Histone acetylation protein
PF12063,Atg1-like, MIT domain 1
PF05746,DALR anticodon binding domain
PF06052,3-hydroxyanthranilic acid dioxygenase
PF18424,Alpha-Dystroglycan N-terminal domain 2
PF05911,Filament-like plant protein, long coiled-coil
PF04080,Per1-like family
PF16004,116 kDa U5 small nuclear ribonucleoprotein component N-terminus
PF08529,NusA N-terminal domain
PF15376,Domain of unknown function (DUF4603)
PF12413,Homeobox protein distal-less-like N terminal
PF10401,Interferon-regulatory factor 3
PF15053,Njmu-R1-like protein family
PF17655,Inward rectifier potassium channel C-terminal domain
PF14954,Limb expression 1
PF11806,Enterochelin esterase, N-terminal
PF15040,Humanin family
PF14822,Vasohibin
PF09810,Exonuclease V - a 5' deoxyribonuclease
PF00795,Carbon-nitrogen hydrolase
PF14893,PNMA
PF12829,Transcriptional regulation of mitochondrial recombination
PF13722,5TM C-terminal transporter carbon starvation CstA
PF08934,Rb C-terminal domain
PF13820,Nuclear receptor coactivator 6, TRADD-N domain
PF04607,Region found in RelA / SpoT proteins
PF03301,Tryptophan 2,3-dioxygenase
PF04397,LytTr DNA-binding domain
PF13913,zinc-finger of a C2HC-type
PF00854,POT family
PF16030,Serine protease gd N-terminus
PF00150,Cellulase (glycosyl hydrolase family 5)
PF05179,RNA pol II accessory factor, Cdc73 family, C-terminal
PF14975,Domain of unknown function (DUF4512)
PF09237,GAGA factor
PF01943,Polysaccharide biosynthesis protein
PF13429,Tetratricopeptide repeat
PF06467,MYM-type Zinc finger with FCS sequence motif
PF09236,Alpha-haemoglobin stabilising protein
PF08226,Domain of unknown function (DUF1720)
PF13019,Silencing defective 2 N-terminal ubiquitin domain
PF02277,Phosphoribosyltransferase
PF19441,Astrotactin 1/2 N-terminal
PF01385,Probable transposase
PF15767,Armadillo-like helical domain-containing protein 4
PF02223,Thymidylate kinase
PF15751,FAAP20 FANCA interaction domain
PF17927,Inositol 1,3,4-trisphosphate 5/6-kinase pre-ATP-grasp domain
PF04083,Partial alpha/beta-hydrolase lipase region
PF07061,Swi5
PF02469,Fasciclin domain
PF10221,Cell cycle and development regulator Mat89Bb
PF18507,WW domain
PF02234,Cyclin-dependent kinase inhibitor
PF01699,Sodium/calcium exchanger protein
PF16181,RelB transactivation domain
PF04103,CD20-like family
PF15255,WASH complex subunit CAP-Z interacting, central region
PF02386,Cation transport protein
PF01821,Anaphylotoxin-like domain
PF16544,Homodimerisation region of STAR domain protein
PF01078,Magnesium chelatase, subunit ChlI
PF12627,Probable RNA and SrmB- binding site of polymerase A
PF08534,Redoxin
PF00306,ATP synthase alpha/beta chain, C terminal domain
PF11414,Adenomatous polyposis coli tumour suppressor protein
PF14642,FAM47 family
PF05301,GNAT acetyltransferase, Mec-17
PF12074,Generalcontrol nonderepressible 1 (Gcn1) N-terminal
PF06886,Targeting protein for Xklp2 (TPX2) domain
PF05210,Sprouty protein (Spry)
PF14576,Sieve element occlusion N-terminus
PF02108,Flagellar assembly protein FliH
PF10230,Lipid-droplet associated hydrolase
PF15245,Transcription cofactor vestigial-like protein 4
PF01755,Glycosyltransferase family 25 (LPS biosynthesis protein)
PF12894,Anaphase-promoting complex subunit 4 WD40 domain
PF04926,Poly(A) polymerase predicted RNA binding domain
PF09418,Protein of unknown function (DUF2009)
PF09311,Rabaptin-like protein
PF04874,Mak16 protein C-terminal region
PF15282,BMP-2-inducible protein kinase C-terminus
PF12032,Regulatory CLIP domain of proteinases
PF14781,Ciliary BBSome complex subunit 2, N-terminal
PF07808,RED-like protein N-terminal region
PF11838,ERAP1-like C-terminal domain
PF14783,Ciliary BBSome complex subunit 2, middle region
PF15138,Syncollin
PF04615,Utp14 protein
PF10415,Fumarase C C-terminus
PF08450,SMP-30/Gluconolactonase/LRE-like region
PF14648,FAM91 C-terminus
PF12781,ATP-binding dynein motor region
PF00494,Squalene/phytoene synthase
PF01645,Conserved region in glutamate synthase
PF07741,Brf1-like TBP-binding domain
PF20478,P2X purinoreceptor 7 intracellular domain
PF09030,Creb binding
PF01555,DNA methylase
PF13543,SAM like domain present in kinase suppressor RAS 1
PF03920,Groucho/TLE N-terminal Q-rich domain
PF02657,Fe-S metabolism associated domain
PF13621,Cupin-like domain
PF01863,YgjP-like, metallopeptidase domain
PF16973,Flagellar motor switch protein FliN N-terminal
PF15247,Histone RNA hairpin-binding protein RNA-binding domain
PF03348,Serine incorporator (Serinc)
PF13001,Proteasome stabiliser
PF06162,Putative pyroglutamyl peptidase PgaPase_1
PF02353,Mycolic acid cyclopropane synthetase
PF16885,Voltage-gated calcium channel subunit alpha, C-term
PF15693,Mediator complex subunit 26 C-terminal
PF01624,MutS domain I
PF09427,Domain of unknown function (DUF2014)
PF08347,N-terminal CTNNB1 binding
PF06209,Cofactor of BRCA1 (COBRA1)
PF15172,Prolactin-releasing peptide
PF14890,Intein splicing domain
PF06746,Protein of unknown function (DUF1216)
PF00393,6-phosphogluconate dehydrogenase, C-terminal domain
PF10517,Electron transfer DM13
PF17516,ProQ C-terminal domain
PF04139,Rad9
PF02383,SacI homology domain
PF16625,Unstructured linking region I-set and fnIII on Brother of CDO
PF11914,Domain of unknown function (DUF3432)
PF12017,Transposable element P transposase-like, HTH domain
PF00454,Phosphatidylinositol 3- and 4-kinase
PF10544,T5orf172 domain
PF01012,Electron transfer flavoprotein domain
PF16665,Unstructured region on nuclear receptor coactivator protein
PF04863,Alliinase EGF-like domain
PF07962,Replication Fork Protection Component Swi3
PF01343,Peptidase family S49
PF03731,Ku70/Ku80 N-terminal alpha/beta domain
PF04836,Interferon-related protein conserved region
PF00163,Ribosomal protein S4/S9 N-terminal domain
PF06529,Vertebrate interleukin-3 regulated transcription factor
PF14711,Respiratory nitrate reductase beta C-terminal
PF19112,Vanillate O-demethylase oxygenase C-terminal domain
PF14220,Domain of unknown function (DUF4329)
PF16189,Creatinase/Prolidase N-terminal domain
PF05620,SRP-independent targeting protein 2/TMEM208
PF02874,ATP synthase alpha/beta family, beta-barrel domain
PF08268,F-box associated domain
PF18797,Adenomatous polyposis coli (APC) repeat
PF11244,404
PF08041,PetM family of cytochrome b6f complex subunit 7
PF07562,Nine Cysteines Domain of family 3 GPCR
PF09387,Mitochondrial RNA binding protein MRP
PF01067,Calpain large subunit, domain III
PF09288,Fungal ubiquitin-associated domain
